shot,bitstring
1019,111111111111111
1020,000000000000000
1021,000000000000000
1022,111111000000001
1023,000000000100000
1024,111111111111111
1025,000000000000000
1026,000000000000000
1027,000000000000000
1028,000000000000010
1029,111101000000001
1030,000010101111110
1031,111111111111111
1032,000000000000000
1033,000000000000000
1034,111111111111111
1035,111111101111111
1036,000000000000000
1037,000000000000000
1038,111101000000001
1039,000010011111100
1040,000000100001100
1041,000000000000000
1042,000000000000000
1043,111011000000011
1044,000000000001000
1045,001000000001100
1046,000000000000000
1047,111111101111111
1048,111111111111111
1049,000000000000000
1050,111111111111111
1051,000000000010000
1052,000000000000000
1053,000000000000000
1054,111111111111111
1055,100000000000000
1056,000000000000000
1057,000000000000000
1058,111111111111111
1059,111111111111111
1060,000010000000000
1061,111111111111111
1062,000000001000000
1063,111111111111111
1064,111111111111111
1065,000000000000000
1066,000000010000000
1067,000000000000000
1068,111111111111111
1069,110111111111111
1070,111110000000000
1071,000000000000000
1072,111111111111111
1073,011100000000000
1074,000011111111110
1075,111111111111111
1076,111111111111111
1077,111111111111111
1078,111111111111111
1079,111111111011111
1080,000000000000000
1081,111110011111111
1082,000000000000000
1083,111111111110111
1084,000000000000000
1085,000010000000000
1086,000000000000000
1087,000000000000000
1088,000000000000000
1089,000000000000000
1090,111111011011111
1091,000000000000000
1092,111110111101111
1093,000001000000000
1094,111110111011111
1095,111111111111111
1096,111111111111111
1097,000000000000000
1098,111111111111111
1099,111111010100001
1100,111111111111111
1101,111111111111111
1102,000000010000000
1103,111111111111111
1104,111111111011111
1105,111111111111111
1106,111111111111111
1107,000000000000000
1108,000000000000000
1109,111111111111111
1110,000000000000000
1111,111111111111111
1112,000000000000010
1113,111000000000001
1114,000000000000000
1115,111111111111111
1116,000000000000000
1117,000000000000000
1118,000000000000000
1119,000000000000010
1120,111111011111111
1121,000000000000000
1122,111111111111111
1123,111111111111111
1124,111110111111101
1125,000000001000000
1126,111111111111111
1127,000000000000000
1128,000000000000000
1129,111110111111111
1130,111111111111111
1131,111111111111111
1132,000000000000000
1133,111111001110001
1134,000000000000000
1135,111111111111111
1136,111111111111111
1137,111110111111111
1138,111111111111111
1139,111110111111111
1140,000000000000000
1141,111111111111111
1142,111111111111111
1143,111111111111111
1144,000000000000000
1145,000011111111110
1146,010000000000000
1147,000000000000000
1148,010000010001110
1149,111111111111110
1150,000000000000000
1151,111111111111111
1152,111111111111111
1153,111111111111111
1154,000000000000000
1155,000000010000000
1156,000000000000000
1157,111111111111110
1158,111111111111111
1159,000000000000000
1160,111111111111111
1161,000000000000000
1162,111111111011111
1163,000000000000000
1164,000000000000000
1165,000000000000000
1166,111111111111111
1167,000000000000000
1168,000000000000100
1169,111111111111111
1170,111111111001111
1171,111111111011111
1172,000000000000000
1173,110111111111111
1174,111111111111001
1175,000000000001100
1176,110111111111111
1177,000000000000000
1178,111111111111101
1179,000000000000000
1180,111111111111111
1181,000000000000000
1182,000000000000000
1183,000000000000000
1184,111111111111111
1185,100111111111101
1186,000001000000000
1187,000000000000000
1188,011111111111110
1189,000001111111110
1190,110000000010101
1191,111111111111111
1192,100000000000000
1193,000010000000000
1194,111111111111111
1195,111111111111111
1196,000000001000000
1197,111011111111111
1198,000000000000000
1199,111111111111111
1200,111111111101111
1201,000000000000000
1202,111111101001111
1203,111111111111111
1204,111111101111111
1205,000000000000000
1206,000000000000000
1207,000000000000000
1208,000000000000000
1209,111110111111111
1210,111111111111111
1211,000000000000000
1212,111110111111111
1213,000000000000010
1214,111111111111101
1215,000000000000000
1216,000000000000010
1217,010000000000000
1218,111111000000001
1219,111111111111111
1220,111111111110111
1221,111110111111111
1222,111110111111111
1223,000000111111110
1224,000000000000010
1225,111111111111111
1226,000000000000000
1227,000000000001000
1228,111111111111111
1229,100000000000000
1230,000000000000000
1231,000000000000000
1232,000000011111100
1233,111111111111111
1234,111100000000011
1235,111111111111111
1236,000001000000000
1237,111111111111111
1238,111111111111101
1239,111111111111111
1240,111110111111111
1241,000010000000000
1242,111111111111111
1243,011111111111110
1244,110111101111101
1245,000000000000000
1246,111111111101111
1247,000000000000010
1248,000000000000000
1249,000000000000000
1250,000000000000000
1251,000000000000000
1252,111111111111111
1253,111111111111111
1254,111110111111111
1255,111111111111111
1256,000100000000000
1257,000000000000000
1258,000000000000010
1259,000000000000000
1260,000000001000000
1261,111111111011101
1262,111111111111111
1263,000000000100000
1264,000000111111110
1265,111110111111111
1266,111111111111111
1267,111111111111111
1268,111111111011111
1269,000000000000000
1270,000000000000000
1271,000000000000000
1272,000001000000000
1273,111111111111111
1274,111111111111111
1275,111111111111111
1276,000000000000000
1277,000000001001000
1278,111111111111111
1279,110111111111111
1280,000000000000000
1281,000000000000000
1282,000000000000000
1283,000000000000000
1284,111111111111111
1285,000000010110000
1286,101111111111111
1287,111111111011111
1288,000000000011110
1289,111111111101101
1290,111100000000001
1291,000000000000000
1292,111111111111111
1293,000000000000000
1294,111111110000001
1295,000000000000000
1296,111111111111111
1297,110111111111111
1298,000000000110000
1299,111111111011001
1300,111111111100001
1301,000000000000010
1302,111100000000001
1303,000100000000000
1304,100000000000000
1305,111111111111111
1306,000000000000000
1307,000000001010000
1308,111111111111111
1309,000000000000000
1310,111111111111111
1311,111111111111111
1312,111111111011111
1313,111111111111111
1314,000000000000000
1315,111111101101111
1316,000000000000000
1317,111111111111111
1318,111111111111111
1319,111111111111111
1320,000000000000000
1321,011111111111110
1322,000000010000000
1323,111111111111111
1324,000000000000000
1325,000000000000000
1326,111111111111111
1327,000000000000000
1328,000000000000000
1329,000000000000000
1330,111111111111111
1331,000000000000000
1332,111111111111111
1333,000000000000000
1334,111111111111111
1335,000000000000000
1336,110111111111111
1337,100000000000000
1338,000000000000000
1339,000001001000000
1340,111111111111111
1341,000010000010000
1342,000000000110010
1343,000000000000000
1344,111101111111111
1345,111111111111111
1346,000000000000000
1347,111111111111111
1348,000000000000010
1349,111111111000001
1350,111111111011011
1351,000000000000000
1352,111111011111111
1353,111111111111111
1354,111111111111111
1355,110111111111111
1356,111111111111111
1357,000000000000000
1358,000000000000000
1359,000000000000000
1360,000000000000000
1361,111111101111111
1362,100000000000000
1363,000000000000000
1364,000000000000000
1365,000000000000000
1366,000000000100000
1367,110000000000000
1368,111111111111111
1369,111111110111111
1370,011111111111111
1371,111111111111111
1372,000000000101010
1373,111110111111111
1374,111111111111111
1375,111111111111111
1376,000000000000010
1377,111111111110101
1378,000000000000000
1379,111111111111101
1380,111111111111111
1381,000000000000000
1382,000000000000000
1383,000000000000000
1384,000010100000000
1385,000000000000000
1386,111111111111111
1387,111111111111111
1388,000000000000000
1389,111111111111111
1390,000000000000000
1391,111100101001111
1392,000000000000100
1393,111111111111111
1394,111111111111111
1395,111111111111111
1396,111111111111111
1397,111111111111111
1398,100000000000000
1399,011111111111111
1400,000000000000000
1401,000000000000000
1402,000000100000010
1403,010000000010000
1404,111111011111111
1405,000000000000000
1406,000000000000000
1407,111111111111111
1408,010000000000000
1409,000000000000000
1410,111111111111111
1411,000000000010000
1412,001000000000000
1413,111111111111111
1414,111111111111111
1415,000000011000000
1416,110111111111101
1417,111111111111111
1418,111111111111111
1419,000000000000010
1420,010000000000000
1421,000000000000000
1422,000000000000100
1423,111111111111111
1424,111111111111111
1425,000000000000000
1426,000000000000000
1427,111111111111111
1428,111101111111111
1429,000000000000000
1430,000000000000000
1431,111111111111111
1432,111111111111111
1433,111110111111111
1434,000000001111110
1435,111111111111111
1436,000000000000000
1437,000000000000000
1438,111111111111111
1439,111111111111111
1440,111111111111111
1441,000000000000000
1442,000000000000000
1443,000000000000000
1444,111111111111111
1445,111100000000001
1446,111111111111111
1447,000000000000010
1448,111011111111111
1449,010000111111100
1450,000000000000000
1451,111111111111111
1452,000000000000000
1453,000110111111110
1454,000000000000010
1455,111111111111111
1456,111111111111101
1457,111110111111111
1458,000000000000010
1459,000000000000000
1460,111111111111111
1461,000000000000000
1462,111111111000001
1463,000010000000000
1464,000000000000000
1465,000000000000000
1466,111111111111111
1467,001000000000000
1468,000000000000010
1469,111111111111111
1470,111111111111111
1471,111111111111111
1472,000000000001000
1473,000000000000000
1474,111111111111111
1475,111111111111111
1476,000000000000000
1477,111111111111111
1478,000000000000000
1479,000000000000010
1480,000000000000000
1481,000000000000000
1482,000000000000000
1483,000000000000000
1484,111111111111111
1485,000010000000010
1486,000000000000000
1487,111111111111111
1488,111111111111111
1489,111111111111111
1490,111111111011111
1491,000000111111110
1492,101111111111111
1493,000000000000000
1494,111111111111111
1495,111111111111111
1496,000000000000010
1497,000000000000000
1498,000000000000000
1499,111110111111111
1500,000001000000000
1501,111111111111111
1502,111111111111111
1503,000000000000000
1504,000000000000000
1505,111111111111111
1506,000000000000000
1507,000001000000010
1508,000000000000010
1509,111111111111111
1510,000000000000010
1511,111111110000001
1512,000000000000000
1513,000000000000000
1514,000000000000000
